aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
3.72,20.11,0.03,1.28,0.004,6.82,0.54,1.26,1.27,0,0,0.176,14.58,1.1,0,34.55,6,0.07,0.31,0.04,no
2.91,7.46,0.02,0.93,0.009,0.48,0.77,1.03,0.57,0.71,0.71,0.005,0.92,1.56,0.006,22.24,7.23,0.09,0.2,0,Yes
2.92,12.49,0.02,2.73,0.004,2.17,0.21,1.97,1.36,0.37,0.001,0.06,14.49,1.27,0.004,56.76,0.87,0.03,0.27,0.05,No
0.23,22.25,0.01,3.52,0.007,6.37,0.54,0.81,1.25,0.15,0.002,0.156,7.85,1.41,0.007,45.65,2.19,0.09,0.37,0.04,No
4.49,3.08,0.01,3.28,0.002,7.43,0.29,1.67,0.47,0.54,0.54,0.141,4.94,1.64,0.006,45.28,0.8,0.04,0.4,0.03,yes
0.09,12.35,0.04,0.64,0.07,0.58,0.01,1.8,1.46,0,0.004,0.113,10.48,0.53,0.006,1.24,0.18,0.09,0.09,0.07,no
0.02,25.72,0.06,0.73,0.1,0.24,0.04,0.76,1.05,0.4,0.007,0.185,14.71,0.41,0.003,0.78,0.41,0.05,0.1,0.07,No
0.44,1.24,0.92,2.86,0.02,4.14,0.15,1.43,0.68,0,0.005,0.108,16.87,1.69,0.001,13.27,2.6,0.04,0.2,0.01,No
3.67,17.94,0.57,1.09,0.08,1.59,0.86,1.44,1.42,0,0,0.177,0.49,1.41,0.002,36.22,4.95,0.06,0.07,0.06,No
0.77,24.26,0.01,2.1,0.002,2.7,0.31,0.2,0.28,0,0,0.113,11.76,1.87,0.005,36.42,1.64,0.1,0.3,0.07,No
0.17,10.56,0.18,4.73,0.12,3.7,0.66,0.06,0.57,0.82,0.82,0.023,3.22,1.76,0.007,5.82,3.29,0.03,0.13,0.06,No
0.03,28.71,0.01,0.45,0.07,0.05,0.09,1.12,0.53,0,0.008,0.159,14.47,0.58,0.006,3.7,0.94,0.02,0.08,0.03,No
2.27,10.27,0.35,2.86,0.02,7.04,0.8,1.07,1.35,0,0.003,0.113,14.84,1.3,0.003,13.62,5.82,0.06,0.36,0.04,No
0.01,16.46,0.02,0.6,0.07,0.19,0.1,0.88,0.12,0.87,0.87,0.143,13.87,1.13,0.009,0.18,0.4,0.07,0.06,0.02,No
2.52,7.2,0.001,2.04,0.005,0.8,0.15,1.65,0.8,0.54,0.54,0.163,10.42,1.76,0.008,55.9,5.88,0.01,0.18,0,No
0.18,1.26,0.33,4.15,0.07,3.56,0.03,1.39,1.12,0.1,0.001,0.108,9.43,1.63,0.009,50.01,4.39,0.02,0.11,0.07,No
0.05,22.64,0.08,1.93,0.03,0.04,0.05,1.4,0.54,0.01,0,0.041,12.19,1.12,0.008,1.48,0.92,0.03,0.09,0.06,No
0.01,6.15,0.09,0.45,0.06,0.12,0.01,1.81,0.38,0.09,0.006,0.083,7.82,1.57,0.007,2.95,3.09,0.05,0.08,0,No
0.08,12.37,0.08,0.32,0.06,0.06,0.04,1.41,0.51,0.02,0.008,0.187,1.07,1.2,0.01,3.44,5.9,0.08,0.1,0,No
0.06,19.02,0.07,0.28,0.09,0.05,0.08,0.68,1.36,0,0.74,0.126,2.48,0.16,0.007,2.73,0.31,0.01,0.04,0.08,No
3.67,9.92,0.02,2.78,0.002,5.4,0.1,1.09,0.37,0.53,0.53,0.075,15.62,1.01,0.009,12.9,5.69,0.05,0.38,0.09,Yes
0.04,17.78,0.8,2.51,0.03,3.04,0.82,0.03,0.05,0.45,0.009,0.111,15.77,1.64,0.006,56.2,4.35,0.05,0.38,0.03,No
0.14,14.04,0.07,3.05,0.07,5.28,0.01,0.71,0.52,0.39,0.007,0.146,8.39,1.6,0.003,15.32,2.92,0.07,0.41,0.01,No
0.04,13.43,0.07,0.96,0.03,0.17,0.03,0.05,0.1,0.42,0,0.165,10.82,1.59,0.006,2.28,1.44,0.07,0.02,0.09,No
0.07,0.07,0.03,3.02,0.008,6.16,0.37,1.11,0.61,0.73,0.73,0.178,12.09,1.86,0.008,36.11,3.83,0.06,0.33,0.07,No
0.18,6.31,0.05,2.91,0.006,5.66,0.01,0.98,0.33,0.49,0.007,0.062,4.91,1.18,0.004,43.27,0.06,0.03,0.36,0.03,no
0.03,27.79,0.09,0,0.08,0.07,0.04,0.06,1.03,0,0.007,0.142,1.79,0.04,0.002,2.97,0.72,0.09,0.04,0.02,Yes
0.03,13.48,0.09,2.55,0.03,0.03,0.08,0.03,1.4,0,0,0.115,14.33,1.39,0.005,3.1,5.95,0.07,0.04,0.07,No
0.06,18.32,0.06,0.08,0.01,0.3,0.02,1.09,1.35,0.38,0.006,0.13,18.06,1.29,0.01,0.44,4.45,0.05,0.07,0.07,no
0.07,27.08,0.86,3.33,0.1,5.49,0.42,0.05,1.44,0.13,0.002,0.154,3.1,1.93,0.007,28.39,6.71,0.01,0.46,0.05,no
0.09,2.12,0.01,4.13,0.09,8.05,0.06,0.03,1.37,0.93,0.93,0.161,3.23,2.25,0.009,12.54,1.8,0.04,0.09,0.01,Yes
0,14.45,0.07,0.93,0.1,0.32,0.06,0.02,1.4,0,0.94,0.166,0.45,0.34,0.005,4.89,3.58,0.09,0.02,0.07,No
0.08,3.17,0.08,0.28,0.06,0.08,0.02,1.6,0.83,0.68,0.68,0.153,4.98,1.73,0.009,0.38,6.49,0.05,0.02,0.05,No
0.01,9.87,0.09,0.32,0.06,0.23,0.01,0.05,0.21,0,0.003,0.016,4.94,0.45,0.001,3.62,2.48,0.04,0.08,0.01,No
0.07,9.92,0.05,1.65,0.001,1.19,0.47,1.76,0.65,0.92,0.92,0.105,2.84,1.11,0.008,43.04,5.7,0.09,0.06,0.07,No
0.03,10.65,0.02,0.85,0.06,0.64,0.04,1.13,0.24,0,0.59,0.051,5.65,0.68,0.004,0.46,4.83,0,0,0.08,No
0.65,24.48,0.66,1.31,0.01,3.54,0.77,1.45,0.98,0,0,0.167,14.84,1.89,0.004,30.43,4.99,0.08,0.25,0.08,no
0.553821376,13.05383219,0.770179003,0.742078932,,1.280946484,0.720481377,0.485173297,0.933212103,0.899719666,0.611010603,0.069300156,13.53780022,2.400965,0.005154933,40.64469611,1.967938815,0.048857511,0.176779931,0.015766434,No
0.05,5.33,0.95,3.77,0.03,0.96,0.52,1.84,1.48,0.13,0.005,0.135,19.4,1.88,0.002,5.5,6.88,0,0.47,0.08,No
0.09,0.99,0.01,0.2,0.01,0.44,0.04,0.98,0.77,0,0,0.185,18.28,1.85,0.009,4.65,0.51,0.1,0.06,0.06,No
0.03,24.41,0.01,0.44,0.09,0.02,0.02,1.92,1.42,0.67,0.67,0.194,0.62,1.34,0.004,1.08,0.21,0.01,0.05,0.09,No
0.1,15.34,0.01,2.39,0.008,1.65,0.25,1.12,1.15,0.69,0.69,0.121,2.47,1.38,0.003,15.13,7.55,0.1,0.01,0.03,No
0.04,27.56,0.06,0.51,0.03,0.13,0.01,0.04,1.13,0.05,0.004,0.053,12.29,0.84,0.006,0.62,0.42,0.08,0.09,0.04,No
0.59,0.18,0.3,2.53,0.05,5.3,0.86,1.96,0.84,0,0,0.007,4.28,1.36,0.01,26.28,5.48,0.1,0.15,0.01,no
0.03,25.75,0.01,0.17,0.02,0.02,0.05,1.62,0.96,0.45,0,0.138,5.88,0.83,0,0.59,0.8,0.01,0.05,0.06,No
0.09,17.84,0.01,0.04,0.1,0.04,0.04,1.58,0.96,0.31,0.009,0.057,7.61,1.59,0.006,1.82,0.38,0.07,0.1,0.07,No
0.39,20.53,0.64,1.13,0.07,5.41,0.42,0.61,1.26,0.42,0.005,0.162,1.32,1.52,0.008,8.1,3.04,0.05,0.37,0.05,No
0.02,26.9,0.07,2.49,0.04,0.09,0.02,1.23,1.48,0.57,0.57,0.106,7.4,1.13,0.005,3.9,6.52,0.09,0.02,0.04,No
0.01,0.13,0.02,1.92,0.007,3.21,0.02,0.33,0.74,0.32,0.005,0.008,1.59,1.98,0.001,22.42,4.13,0,0.06,0.04,No
0.04,19.6,0.001,3.09,0.003,7,0.57,1.38,0.13,0.36,0.002,0.117,18.84,1.2,0.001,44.79,1.11,0.08,0.37,0.01,no
4.96,5.38,0.02,3.7,0.002,6.39,0.01,0.29,1.14,0,0,0.174,9.12,1.1,0.006,21.71,0.22,0.04,0.06,0.09,Yes
0,2.15,0.03,1.99,0.001,6.2,0.03,1.33,1,0.18,0.005,0.152,16.52,1.48,0.006,43.4,3.36,0.07,0.27,0.06,No
0.09,0.83,0.04,0.08,0.03,0.06,0.07,0.04,1.35,0.05,0.008,0.059,6.74,0.91,0.003,8.68,0.25,0.03,0.01,0.03,No
0.05,23.94,0.08,1.76,0.09,0.09,0.07,1.63,1.35,0.69,0.69,0.02,0.71,1.62,0.009,10.91,1.61,0.06,0.01,0.05,No
3.574079358,8.196222023,0.537004879,4.061019644,0.069049704,2.23905815,0.046314241,1.766062176,1.019521044,0.48702389,0.90348082,114.6813342,7.957411696,2.508676802,0.002473879,23.48973017,3.667875321,0.009879798,0.484376355,0.084823808,No
2.77,26.57,0.53,0.83,0.07,2.62,0.18,1.76,1.44,0.95,0.95,0.162,5.38,2.14,0.009,42.68,3.61,0.05,0.02,0.05,No
1.69,22.8,0.001,2.01,0.002,5.87,0.78,1.53,0.87,0.13,0.008,0.079,8.64,1.19,0.007,24.61,7.77,0.06,0.11,0.05,Yes
0.01,25.95,0.1,0.07,0.08,0.61,0.07,1.4,0.07,0.74,0.74,0.145,15.12,1.17,0.003,0.07,0.26,0.08,0.01,0.06,No
0.05,3.41,0.02,0.84,0.06,0.29,0.04,0.07,0.45,0,0.002,0.149,18.77,0.76,0.004,3.72,2.72,0.1,0.02,0.03,No
2.08,23.05,0.01,2.61,0.009,4.03,0.59,1.34,0.5,0.86,0.86,0.087,13.34,1.37,0.007,53.34,5.65,0.01,0.37,0.05,No
0.04,5.04,0.06,0.3,0.03,0.16,0,0.66,0.59,0.65,0.65,0.194,14.03,1.53,0.008,2,5.25,0.09,0.03,0.04,No
0.46,22.49,0.04,0.04,0.001,3.04,0.68,0.42,0.71,0.85,0.85,0.079,0.21,1.57,0.005,42.98,1.02,0.05,0.27,0.01,Yes
0.02,7.29,0.02,0.39,0.01,0.08,0.02,0.36,0.45,0.79,0.79,0.198,7.1,1.36,0.008,1.67,0.31,0,0.1,0.06,No
0.08,24.32,0.01,1.91,0.001,0.8,0.06,0.68,0.01,0.95,0.95,0.006,0.67,1.25,0.01,51.8,6.59,0.04,0.46,0.08,No
4.409294587,20.34023058,0.856486316,0.789756512,0.041319949,2.822875119,0.321205365,1.423490871,0.316851336,0.67195301,0.939026829,0.036535716,17.93303124,1.412623939,0.008609405,0.87295997,4.308876784,0.087958316,140.6120307,0.016195684,Yes
0.06,0.53,0.06,0.81,0.07,0.1,0.04,1.8,1.46,0,0,0.088,17.29,1.31,0.006,0.56,0.1,0.04,0.04,0.05,No
0.08,15.87,0.03,0.11,0.1,0.03,0.01,1.69,0.98,0.28,0.004,0.181,6.07,1.86,0.008,9.23,1.57,0.07,0.05,0.01,no
0.07,19.73,0.02,0.4,0.06,0.22,0.06,0.95,1.46,0.08,0.008,0.181,10.16,0.57,0.006,0.15,6.34,0.06,0.02,0.02,No
0.08,25.51,0.02,0.65,0.08,0.27,0.02,1.34,1.43,0.37,0.007,0.152,13.18,1.66,0.005,0.47,0.69,0.05,0.07,0.03,No
0.03,7.48,0.03,0.83,0.004,3.03,0.36,0.55,1.14,0.26,0.006,0.18,15.86,1.83,0.01,48.83,7.79,0.08,0.13,0.01,No
0.06,14.46,0.09,0.44,0.07,0.06,0.06,0.04,0.33,0,0.83,0.079,15.17,0.44,0.004,0.65,1.67,0.08,0.01,0.08,No
0.08,9.62,0.04,3.52,0.004,4.7,0.62,1.03,0.27,0.19,0.003,0.163,6,1.62,0.003,24.82,5.24,0.02,0.25,0.01,No
0.07,21.97,0.08,0.93,0.02,0.44,0.07,1.05,1,0.25,0.007,0.109,1.92,1.07,0.001,0.4,0.56,0.04,0.03,0.05,No
1.97,23.76,0.38,0.88,0.07,1.96,0.42,1.56,1.07,0,0,0.001,2.56,1.78,0.008,45.16,2.88,0.03,0.46,0,no
1.831538066,26.59649437,0.675568896,2.648300075,0.057043496,1.039398345,0.779052059,0.886922611,0.962544774,0.713926271,0.399313604,50.7908226,19.10843604,2.913204852,0.003704234,11.45289828,4.961908751,0.006101197,0.272417587,0.009190537,Yes
4.455579248,24.79224438,0.89127571,3.845523014,,4.185532121,0.470050071,1.773581593,1.460358011,0.775538917,0.102219983,0.112157719,6.196656612,1.640741059,0.003309517,31.8164989,1.720781533,0.055535392,0.050620894,0.015266291,No
0.614073223,19.27398997,0.032155157,0.555792361,0.093119868,0.101035394,0.41021718,0.416712632,1.311861691,0.958901331,0.525889623,0.052095693,8.468796761,2.66216955,,54.68412915,6.277550164,0.023210495,0.143080366,0.024805332,Yes
0.09,23.24,0.001,3.26,0.003,1.13,0.41,1.58,0.57,0.6,0.6,0.146,0.14,1.58,0.01,55.81,5.32,0.07,0.39,0.03,no
4.55,10.69,0.001,3.42,0.007,3.35,0.36,0.88,1.13,0,0,0.03,8.25,1.8,0.006,38.44,2.08,0.09,0.24,0.03,Yes
0.38,28.91,0.47,2.25,0.01,7.69,0.36,1.04,0.51,-0.71,0.71,0.141,12.57,1.61,0.006,9.11,7.64,0.05,0.31,0.03,no
2.71,0.91,0.46,2.68,0.01,2.32,0.7,1.95,0.48,0.29,0.002,0.174,16.03,1.54,0.01,2.93,0.53,0.05,0.21,0.07,No
2.56,12.98,0.71,1.94,0.12,2.93,0.87,1.88,0.4,0,0,0.085,12.42,1.62,0.008,52.24,4.7,0.1,0.04,0.05,No
0.08,25.1,0.03,1.94,0.09,0.09,0.06,1.17,1.31,0,0.57,0.109,6.46,1,0.007,1.36,1.41,0.05,0.04,0.02,No
3.08,27.3,0.04,0.71,0.001,1.62,0.88,0.76,1.33,0,0,0.077,17.5,1.99,0.007,46.12,5.13,0.05,0.2,0.06,no
0.01,7.32,0.09,0.78,0.09,0.22,0.02,1.18,0.03,0.28,0,0.069,0.91,0.09,0.004,4.09,0.88,0.05,0.09,0.04,No
0.05,8.2,0.08,0.57,0.01,0.54,0.1,0.17,0.95,0.62,0.62,0.021,10.39,1.17,0.005,3.89,2.54,0.08,0.06,0.07,No
0.36,20.28,0.05,3.52,0.002,5.34,0.88,1.89,1.05,0.83,0.83,0.184,1.25,1.52,0.001,28.71,0.9,0.07,0.04,0.07,No
0.04,2.33,0.07,1.64,0,0.24,0.05,0.88,1.45,0.58,0.58,0.067,12.79,1.17,0.007,4.52,0.27,0.04,0.04,0.01,No
0.06,13.12,0.06,0.47,0.02,0.03,0.07,0.04,0.69,0,0.82,0.053,1.08,0.49,0.005,0.03,4.26,0.05,0.08,0.07,No
0.02,20.09,0.09,0.93,0.03,0.16,0.02,1.98,0.51,0.93,0.93,0.152,12.67,0.78,0.008,0.42,0.45,0.04,0.02,0.03,No
3.67,21.82,0.11,0.96,0.02,2.12,0,1.47,1.24,0.83,0.83,0.026,1.12,2.41,0.009,44.46,6.65,0.1,0.18,0.09,No
0.06,12.05,0.03,0.63,0.06,0.09,0.07,1.76,0.63,0.91,0.91,0.139,6.89,1.87,0.007,3.21,1.03,0.05,0.04,0.06,No
0.09,0.06,0.1,0.37,0.04,0.03,0.07,1.59,0.13,0.17,0,0.076,10.39,1.27,0.01,4.64,0.54,0.05,0.02,0.02,no
0.01,25.22,0.07,0.7,0.09,0.04,0.04,0.08,1.03,0.01,0.008,0.014,10.99,0.89,0.006,1.33,0.04,0.06,0.06,0.06,No
0.07,18.19,0.06,1.15,0.04,0.09,0.07,0.67,1.08,0.41,0.004,0.008,10.56,1.84,0.008,2.59,0.63,0.08,0.06,0.02,No
0.06,24.12,0.01,1.1,0.002,2.77,0.09,1.16,1.32,0.1,0.005,0.188,11.23,1.08,0.006,42.47,5.58,0,0.33,0.07,No
3.57,23.09,0.65,3.37,0.04,4.95,0.76,1.85,1.24,0,0,0.124,2.87,1.14,0.008,0.76,3.19,0.08,0.37,0.06,No
1.49,20.33,0.04,0.72,0.001,7.21,0.55,0.4,1.09,0.65,0.65,0.14,2.98,1.06,0.005,15.26,6.08,0.08,0.48,0.04,Yes
0.02,4.26,0.48,0.69,0.07,7.98,0.61,1.95,1.29,0.05,0.002,0.088,17.18,1.83,0.004,44.29,6.74,0.09,0.06,0.05,No
0.06,3.08,0.05,0.43,0.05,0.36,0.06,0.6,1.29,0.04,0.008,0.145,9.16,1.42,0.006,1.5,4.76,0.05,0.05,0.06,No
0.06,24.1,0.04,3.47,0.004,6.44,0.88,1.81,0,0,0.003,0.12,1.8,1.34,0.008,58.15,0.27,0.03,0.46,0.01,No
2.76,9.25,0.02,0.2,0.009,1.9,0.7,1.33,0.71,0,0,0.014,7.64,1.55,0.006,34.35,6.67,0.01,0.16,0.02,Yes
0.1,25.48,0.04,3.67,0.11,1.02,0.3,1.39,1.3,0.49,0.008,0.08,9.8,1.74,0.009,29.08,7.21,0.09,0.22,0.08,No
0.08,4.11,0.04,0.02,0.01,0.03,0.06,1.32,0.83,0.6,0.6,0.072,7.51,1.12,0,7.82,2.43,0.06,0.04,0,No
0.02,22.8,0.04,0.61,0.02,0.4,0.09,1.34,0.36,0.84,0.84,0.07,8.5,1.13,0.007,3.01,3.97,0.09,0.01,0.05,No
0,9.82,0.68,0.87,0.08,4.11,0.51,0.08,0.31,0.84,0.84,0.1,14.96,1.26,0.004,58.27,1.82,0.03,0.5,0.06,no
0.04,8.56,0.07,0.2,0.03,0.05,0.09,1.11,0.36,0,0.006,0.189,17.2,0.53,0.01,7.42,4.29,0.01,0,0.05,No
0.01,19.69,0.09,1.64,0.07,0.06,0.07,0.08,1.03,0,0.002,0.141,16.63,0.04,0.006,5.79,0.22,0.1,0.05,0.08,No
0.15,10.42,0.05,3.89,0.002,6.83,0.2,0.07,0.73,0.06,0.001,0.157,10.83,1.84,0.006,16.47,1.34,0.03,0.06,0.04,No
0.03,2.52,0.09,0.86,0.02,0.55,0.01,0.1,0.46,0.22,0.001,0.165,5.52,1.89,0.002,12.78,0.45,0.05,0.05,0.06,No
0.03,9.01,0.09,0.11,0.06,0.06,0.07,0.04,0.93,0,0,0.166,8.64,1.83,0.007,1.82,0.06,0.08,0.1,0.02,No
0.05,12.11,0.76,3.84,0.05,5.33,0.84,0.1,0.62,0.72,0.72,0.001,16.51,2.21,0.004,25.85,1.06,0.06,0.4,0.02,No
0.88,14.49,1.02,3.09,0.01,0.34,0.27,1.23,1.01,0.6,0.6,0.04,11.95,1.98,0.007,4.65,4.47,0.02,0.29,0.01,No
0.07,6.16,0.38,4.09,0.02,2.9,0.11,0.01,1.31,0.15,0.009,0.001,5.25,1.56,0.008,18,5.37,0.02,0.21,0,No
2.46,6.7,0.02,2.35,0.002,7.17,0.5,1.04,0.63,0.09,0.007,0.179,7.76,1.46,0.001,8.62,0.51,0.04,0.08,0.09,Yes
0.08,0.17,0.03,0.65,0.08,0.02,0.03,0.02,0.91,0,0,0.05,10.04,1.44,0.005,0.1,7.93,0.09,0.05,0.01,No
0.03,20.35,0.01,1.47,0.003,3.09,0.52,1.68,1.4,0.16,0.005,0.164,10.88,1.54,0.005,19.88,4.21,0.09,0.17,0.06,No
0.08,4.51,0.08,0.32,0,0.56,0.1,0.93,0.2,0.51,0.51,0.105,6.13,1.74,0.002,3.54,0.74,0.04,0.02,0.05,no
3.37,1.07,0.04,1.86,0.003,2.9,0.84,1.92,1.2,0.32,0.003,0.082,18.91,1.73,0.008,23.6,0.37,0.02,0.46,0.08,Yes
0.01,18.67,0.05,0.47,0.07,0.3,0.06,0.02,0.84,0,0.001,0.165,13.2,0.35,0.009,0.29,0.74,0.01,0.06,0.01,no
0.03,0.82,0.08,0.6,0.03,0.39,0.04,0.06,1.47,0,0,0.097,2.95,1.37,0.003,6.25,7.8,0.01,0.03,0.01,no
0.03,13.34,0.01,2.13,0.005,0.88,0.04,1.11,1.19,0.72,0.72,0.1,2.83,1.32,0.001,0.54,3.52,0.04,0.42,0.02,No
0.04,23.57,0.03,1.57,0.03,0.03,0.03,1.17,1.09,0,0.008,0.089,13.73,0.87,0.004,3.42,0.42,0.03,0.05,0.08,No
0.05,24.7,0.05,0.63,0.02,0.03,0.02,0.07,0.13,0.44,0.008,0.019,12.39,1.03,0.003,4.28,1.56,0.02,0.03,0.04,No
0.08,6.98,0.07,0.42,0.07,0.05,0,0.06,1.14,0,0.006,0.18,15.86,0.92,0.01,9.72,5.05,0.08,0.06,0.01,No
0.15,29.1,0.01,2.38,0.009,3.42,0.86,1.61,1.39,0.09,0.005,0.043,16.1,1.13,0,39.6,3.6,0.04,0.12,0.05,No
3.93,20.98,0.96,4.25,0.01,3.65,0.02,0.19,0.52,0,0,0.062,7.29,1.82,0.004,29.74,6.65,0,0.42,0.02,No
2.901846082,5138.89513,0.150602011,3.437147803,0.059270548,0.406711259,0.464511472,1.531087617,0.519724958,0.253931374,0.252779609,0.169120795,13.67734918,1.93034439,4.47E-05,28.6623526,1.004575828,0.012094048,0.281104304,0.07277571,Yes
0.35,26.57,0.58,1.53,0.06,2.36,0.18,0.07,1.44,0.95,0.95,0.162,5.65,1.8,0.009,42.8,3.61,0.05,0.02,0.05,No
1.4,5.43,0.04,3.14,0.008,0.83,0.52,1.84,1.48,0.13,0.005,0.135,18.99,1.85,0.002,29.73,6.88,0,0.47,0.08,Yes
0.53,5.44,0.001,2.71,0.008,4.47,0.43,1.11,0.07,0,0,0.155,12.01,1.19,0.002,34.44,0.02,0.07,0.05,0.01,Yes
0.04,13.07,0.03,0.91,0.005,6.13,0.83,1.56,0.25,0.54,0.54,0.023,8.32,1.39,0.008,57.33,2.6,0.03,0.4,0.09,no
0,9.11,0.01,1.32,0,0.4,0.09,0.68,0.79,0,0.002,0.014,7.16,0.76,0.009,6.82,5.1,0.01,0.07,0.02,No
0.08,3.91,0.01,3.06,0.009,5.06,0.84,1.15,1.03,0.4,0.001,0.145,5.04,1.14,0.002,46.47,0.53,0.05,0.13,0.03,No
0,0.65,0.75,0.97,0.02,7.79,0.34,0.03,1.14,0.22,0.002,0.001,1.49,2.05,0.01,2.24,2.74,0.02,0.18,0.06,No
0.04,7.97,0.06,0.8,0.07,0.16,0.08,1.28,0.32,0,0.53,0.175,1.42,0.35,0.007,3.32,3.85,0.01,0.1,0.02,No
4.04,0.98,0.02,1.62,0.004,4.54,0.24,1.66,0.64,0.1,0.002,0.124,12.21,1.06,0.007,24.01,3.65,0.05,0.37,0.02,Yes
0.05,17.06,0.01,0.48,0,0,0,0.05,1.42,0,0.007,0.177,0.19,0.6,0.002,3.83,1.96,0.06,0.02,0.06,No
0.17,1.54,0.01,3.25,0.002,4.24,0.45,1.13,1.05,0.97,0.97,0.007,5.79,1.3,0.006,25.84,6.28,0.01,0.42,0.08,No
0.04,12.82,0.05,0.48,0.03,0.42,0.1,1.89,0.9,0,0,0.002,8.3,1.8,0.001,0.28,3.96,0.03,0.04,0.04,No
2.975105163,13.31977903,0.820632943,1.435419116,0.003133446,5.850730058,0.240276188,1.313017651,0.27784142,0.587033114,0.638304761,0.10006146,15.57610296,0.089851938,,46.08356843,5.6642453,0.048404816,0.217077216,0.047745509,Yes
0.01,9.15,0.01,2.89,0.03,0.15,0.05,0.75,0.09,0,0,0.183,11.96,1.99,0.001,0.1,1.75,0.03,0.09,0.05,No
0.15,15.61,0.02,2.15,0.007,2.8,0.34,0.98,0.23,0.93,0.93,0.164,5.03,1.49,0.007,45.98,3.73,0.06,0.28,0.05,No
3.008486417,6.831905253,1.049246326,1.746972143,0.030801484,1.759678465,0.481895606,0.984368582,0.937898826,0.969198791,0.959247444,0.110964007,4.727823421,0.721668141,0.008966718,46.49042082,3.737281927,0.083671006,0.228062205,53.49428071,Yes
0.03,5.78,0.05,0.36,0.05,0.56,0.03,0.09,0.63,-0.09,0.007,0.179,7.76,0.1,0.001,1.09,0.11,0.04,0,0.09,No
0.03,0.03,0.05,0.19,0.04,0.03,0.08,0.75,1.26,0,0,0.097,0.63,1.38,0.006,7.69,0.16,0.07,0.08,0.08,No
0.23,1.72,0.04,2.83,0.006,0.49,0.25,0.31,1.29,0.56,0.56,0.026,17.08,1.58,0.002,53.96,0.98,0.02,0.21,0.08,No
3.753755929,11.79774697,0.531341939,4.614078133,0.108441488,2.275228455,0.525485134,1.123578551,,0.394675831,0.081673199,0.00384275,18.26381962,1.092707774,0.007224238,44.19226103,3.71254087,0.044696051,0.046921018,0.07234763,No
0.07,15.98,0.06,3,0.07,0.49,0.06,0.58,1.07,0.52,0.52,0.103,15.72,1.89,0.005,2.53,4.76,0.01,0.03,0,No
0.09,5.58,0.09,0.37,0.01,0.29,0.08,0.08,0.67,0,0,0.105,5.96,1.55,0.003,7.38,6.25,0.04,0.05,0.01,No
0.11,12.97,0.08,1.16,0.1,6.28,0.83,0.07,0.25,0.54,0.54,0.023,8.96,1.54,0.008,49.56,2.6,0.03,0.4,0.09,No
0,18.82,0.02,1.6,0.001,2.55,0.82,0.51,0.92,0.14,0.006,0.072,1.59,1.27,0.01,28.2,7.31,0.06,0.42,0.06,No
0.06,11.53,0.08,0.05,0.08,0.08,0.06,0.24,1.23,0,0.008,0.196,9.6,1.65,0.008,5.07,2.82,0.03,0.09,0.07,No
2.722633741,,0.072024556,4.142168023,0.047606684,7.077043984,0.26544859,0.58362982,1.139428477,0.195210184,0.302257183,0.076852086,2.581432695,2.163304846,0.002472592,18.08432845,0.30541164,0.03304197,0.408524006,0.062894452,No
0.04,5.86,0.05,0.15,0.04,0.05,0.01,0.01,0.55,0,0,0.16,3.88,1.65,0.008,8.25,7.56,0.02,0.04,0.06,No
0.08,27.08,0,0.96,0.09,0.08,0.09,0.04,1.15,0.07,0.001,0.044,12.52,0.74,0.004,4.12,0.04,0.04,0.08,0.03,No
0.05,25.43,0,0.85,0.02,0.1,0.1,0,1.05,0,0.007,0.185,13.73,0.03,0.003,0.81,1.54,0.05,0.08,0.07,No
0.02,2.75,0.06,0.16,0.05,0.05,0.04,0.72,0.42,0.75,0.75,0.07,12.96,1.5,0.005,4.78,0.63,0,0.05,0.03,No
0.06,5.35,0.03,0.94,0.03,0.45,0,0.01,0.38,0.04,0,0.166,1.19,1.54,0.01,12.63,2.6,0.09,0.07,0.01,No
0.08,13.9,0.86,1.04,0.11,2.39,0.29,0.99,0.31,0.01,0.007,0.19,11.3,1.44,0.003,35.07,3.41,0.04,0.09,0.04,No
3.926031734,26.9509527,0.483804877,0.439771254,0.12479296,3.102909418,0.328033631,1.073394391,1.206691652,0.830845589,0.503951762,0.18088048,4.610067591,2871.027208,0.00264189,32.23688024,4.818263276,0.058634242,0.347017491,0.034724291,Yes
1,24.74,0.49,2.74,0.12,7.5,0.76,2,1,0,0.79,0.169,10.61,1.44,0.009,45.45,7.05,0.01,0.42,0.06,No
1.29,10.17,0.94,3.45,0.11,7.09,0.67,0.36,1.31,0,0.64,0.154,9.51,2.05,0.006,29.43,7.73,0.06,0.27,0.01,no
0.05,19.48,0.01,0.76,0.05,0.01,0.09,0.38,0.02,0.76,0.76,0.121,7.47,1.37,0.008,2.68,0.06,0.07,0.01,0.09,No
0.06,20.94,0.001,1.34,0.001,3.48,0.15,0.54,1.4,0.55,0.55,0.073,16.37,1.41,0.006,29.51,4.2,0.04,0.16,0.04,No
0.04,23.01,0.02,1.89,0.07,0.38,0.08,0.02,1.24,0,0.75,0.124,1.91,0.11,0.008,1.47,0.7,0.08,0.01,0.06,No
3.41,19.19,0.97,1.31,0.1,4.69,0.35,1.37,0.65,0,0,0.034,11.37,2.28,0.008,47.68,6.75,0.06,0.42,0.02,no
