@relation waterQuality

@attribute aluminium numeric
@attribute ammonia numeric
@attribute arsenic numeric
@attribute barium numeric
@attribute cadmium numeric
@attribute chloramine numeric
@attribute chromium numeric
@attribute copper numeric
@attribute flouride numeric
@attribute bacteria numeric
@attribute viruses numeric
@attribute lead numeric
@attribute nitrates numeric
@attribute nitrites numeric
@attribute mercury numeric
@attribute perchlorate numeric
@attribute radium numeric
@attribute selenium numeric
@attribute silver numeric
@attribute uranium numeric
@attribute is_safe {No,no,Yes,yes,Unknown}

@data
0.03,22.31,0.1,1.59,0.06,0.13,0.07,1.53,0.87,0.13,0.008,0.079,9,1.39,0.007,3.54,2.32,0.06,0.1,0.05,No
3.78,25.43,0.18,0.99,0.11,7.22,0.61,1.67,1.19,0,0.86,0.132,1.29,1.42,0.009,0.69,3.12,0.09,0.05,0.03,No
0.03,24.61,0.09,0.81,0.06,0.17,0.03,0.71,0.91,0.66,0.66,0.182,15.9,0.89,0.006,0.33,3.35,0.08,0.01,0.05,no
0.44,23.44,0.42,2.87,0.04,7.3,0.4,1.19,0.52,0.49,0.003,0.057,14.6,1.65,0.005,30.59,3.1,0.07,0.31,0.08,no
2.82,10.11,0.03,0.3,0.001,4.08,0.03,0.9,1.24,0,0,0.061,0.37,1.16,0.007,43.79,0.56,0.06,0.21,0.03,Yes
3.43,18.83,0.66,2.53,0.11,1.1,0.18,0.46,1.43,0,0,0.08,17.7,1.5,0.005,40.84,2.01,0.02,0.25,0.06,No
2.493032,8.723011,0.188904,2.567674,0.097415,2.227343,0.204609,0.616425,0.078127,0.30641,0.137922,0.082946,19.22727,1.250829,0.006802,47.4904,5478.731212,0.068,0.184388,0.074887,Yes
0.09,14.42,0.6,1.07,0.05,0.75,0.8,0.03,1.31,0.69,0.69,0.001,16.15,1.56,0.004,0.55,1.79,0.06,0.42,0.01,No
0.07,11.46,0.03,1.14,0.08,0.06,0.09,0.05,1.49,0,0.58,0.16,6.03,0.86,0,7.68,1.25,0,0.02,0,No
0.02,25.24,0.07,0.63,0.1,0.04,0.08,0.53,0.05,0,0.002,0.018,11.2,0.53,0.005,0.08,2.48,0.05,0.05,0.05,No
0.03,28.73,0.1,0.91,0,0.19,0.03,1.09,0,0.8,0.8,0.091,18.27,1.93,0.001,8.48,0.85,0.09,0.09,0,No
0.01,7.45,0.93,2.22,0.07,1.75,0.35,0.04,1.3,0.03,0.007,0.11,1.2,1.27,0.008,0.7,3.11,0.07,0.13,0.04,No
0.08,4.77,0.1,1.79,0.02,0.1,0.08,0.05,0.78,0.46,0,0.082,17.55,1,0.006,4.94,7.02,0.04,0.04,0.01,no
0.03,1.64,0.04,2.1,0.01,0.12,0.09,0.08,0.76,0,0.004,0.082,14.87,0.14,0.01,2.55,1.8,0.02,0.02,0.01,No
0.06,13.83,0.05,0.77,0.07,0.02,0.05,0.15,1.1,0.5,0.5,0.194,4.96,0.73,0,0.34,0.39,0.05,0.03,0.02,No
0.07,10.51,0.07,0.92,0.07,0.17,0.04,1.33,0.58,0.26,0.009,0.022,17.31,1.47,0.003,3.59,1,0.07,0.09,0.01,No
0.04,9.77,0.05,0.21,0.02,0.61,0.08,0.21,1.04,1,1,0.105,4.87,1.95,0.009,12.8,0.56,0.06,0.05,0.03,No
0.75,10.88,0.01,2.59,0.006,3.49,0.89,0.73,1.06,0,0,0.011,8.32,1.47,0.007,18.51,0.77,0.02,0.36,0.08,yes
0.05,16.61,0.09,0.2,0,0.26,0.09,0.05,0.3,0.76,0,0.022,7.76,1.85,0.009,1.24,6.31,0.09,0.04,0.06,No
1.22,1.36,0.01,3.2,0.001,5.72,0.45,1.45,0.52,0.18,0.003,0.088,0.86,1.51,0.007,49.49,6.59,0.01,0.34,0.01,Yes
0.3,17.76,0.81,0.83,0.02,4.92,0.67,1.67,0.02,0.1,0.007,0.028,14.14,1.84,0.009,1.24,6.21,0.06,0.21,0.03,No
0.01,26.86,0.01,0.7,0.002,2.5,0.62,0.28,1.11,-0.2,0.008,0.052,0.55,1.61,0.008,31.62,4.54,0.06,0.48,0.02,no
4.31,28.61,0.17,1.21,0.03,3.74,0.78,1.59,1.01,0,0.008,0.052,0.84,1.84,0.004,21.99,4.96,0.08,0.27,0.08,No
3.85,22.74,0.02,0.01,0.005,7.75,0.06,0.28,0.28,0.19,0,0.137,18.51,1.36,0.009,18.1,6.93,0.1,0.26,0.02,no
4.62,22.86,0.23,1.16,0.07,3.08,0.65,0.16,0.49,0.97,0.97,0.163,18.31,1.24,0.002,19.94,1.27,0.01,0.15,0.06,No
0.03,7.29,0.05,1.38,0.07,0.04,0.06,1.97,0.08,0.69,0.69,0.184,7.92,1.74,0.003,2.08,1.23,0.01,0.04,0.07,no
0.05,11.71,0.08,0.17,0.06,0.06,0.05,1.27,1.15,0.97,0.97,0.015,13.11,1.33,0.007,0.18,0.44,0.01,0.03,0.07,No
4.4,0.03,0.51,2.15,0.07,3.25,0.02,0.33,0.74,0.32,0.005,0.008,2.23,2.14,0.001,22.43,4.13,0,0.06,0.04,No
0.08,24.56,0.03,0.77,0.02,0.41,0.04,1.45,0.11,0.19,0.004,0.133,13.26,1.68,0.005,12.14,0.77,0,0.05,0.08,No
0.14,16.61,0.03,2.75,0.001,4.85,0.82,0.27,0.41,0.67,0.67,0.067,18.84,1.55,0.001,7.88,0.14,0.04,0.49,0.07,No
0.07,17.24,0.03,3.18,0.12,5.27,0.39,0,0.3,0.76,0.76,0.022,7.07,2.38,0.009,11.53,6.31,0.09,0.35,0.06,No
0.02,14.27,0.08,0.76,0.03,0.01,0.08,0.02,1.31,0,0.69,0.194,15.32,0.58,0.004,0.04,1,0.06,0.09,0.01,No
0.05,25.68,0.06,0.86,0.08,0.06,0.04,0.05,1.43,0,0.92,0.04,4.95,0.7,0.007,6.96,0.9,0.01,0.06,0.01,No
0.06,11.66,0.04,0.86,0.005,3.49,0.8,1.54,0.32,0.33,0.006,0.041,18.58,1.36,0.009,57.74,7.25,0.06,0.28,0.08,No
0.09,15.72,0.02,3.28,0.001,3.16,0.07,0.67,0.08,0.61,0.61,0.123,3.28,1.72,0,5.54,0.32,0.03,0.06,0.01,Yes
0.02,4.34,0.09,0.67,0.07,0.03,0.04,0.08,0.53,0,0,0.159,15.32,1,0.006,4.64,0.84,0.02,0.03,0.03,Yes
0,3.65,0.07,0.39,0.09,0.42,0.05,0.22,0.01,0.76,0.76,0.052,15.85,1.27,0.009,0.6,2,0.01,0.06,0.05,No
0.03,22.28,0.1,1.3,0.07,0,0.03,1.64,1.06,0.07,0.001,0.147,7.74,0.37,0.002,0.35,1.61,0.03,0,0.07,No
0.07,17.56,0.06,0.55,0.07,0.11,0.07,1.37,1.39,0.27,0.002,0.108,4.13,1.9,0.002,7.57,0.07,0.01,0.03,0.04,No
0.09,8.21,0.001,3.35,0.002,4.37,0.33,1.94,0.78,0.89,0.89,0.101,12.11,1.51,0.008,56.34,7.62,0.02,0.33,0.04,No
0.05,16.35,0.1,1.75,0.05,0.04,0.07,0.01,0.29,0,0,0.099,11.95,0.53,0.004,8,0.96,0.06,0.08,0.07,No
0.08,4.96,0.1,0.11,0.01,0.03,0.07,0.01,1.22,0,0.006,0.101,16.82,0.43,0.001,2.72,2.24,0.07,0.01,0.05,No
2.85,23.03,0.98,0.18,0.03,3.92,0.29,0.98,0.27,0,0.005,0.012,8.58,1.17,0.004,22.01,0.74,0.07,0.45,0.08,no
0.6,2.21,0.001,3.53,0.002,0.88,0.64,1.26,0.83,0.77,0.77,0.09,11.38,1.68,0.004,31.6,2.75,0.09,0.24,0.08,Yes
0.02,4.51,0.4,1.12,0.03,7.82,0.62,0.05,1.31,0.13,0.009,0.068,13.92,1.47,0,47.56,7.18,0.08,0.2,0.03,No
0.07,26.03,0.09,2.28,0.04,0.49,0.09,0.03,0.92,0,0.93,0.075,16.14,0.25,0.005,1.71,4.96,0.05,0.03,0.07,No
0.06,4.2,0.5,3.31,0.02,5.96,0.47,1.53,1.25,0.6,0.6,0.164,11.71,2.22,0.002,44.52,6.79,0.06,0.12,0.04,No
0.07,11.61,0.05,0.71,0.02,0.24,0.07,0.48,1.36,0.73,0.73,0.164,14.61,1.22,0.008,8.77,0.97,0.06,0.03,0.02,No
0.72,11.42,0.02,2.35,0.008,5.76,0.6,1,0,0,0,0.169,5.45,1.56,0.001,57.99,1.05,0.1,0.24,0.02,No
0.05,11.01,0.98,2.72,0.13,3.11,0.33,0.01,0.72,0.28,0.001,0.028,19.23,1.76,0.006,22.68,2.17,0.01,0.2,0.09,No
0.05,9.17,0.04,0.38,0,0.47,0.01,0.68,0.79,0.23,0.002,0.014,6.83,1.32,0.009,0.62,1.57,0.01,0.02,0.02,No
0.05,1.04,0.07,1.14,0.03,0.44,0.02,0.04,0.62,0,0,0.076,15.71,1.85,0.004,1.02,1.06,0.06,0.04,0.02,No
3.56,26.72,0.67,1.95,0.07,3.35,0.83,0.84,0.33,0.89,0.89,0.048,13.29,2.43,0.006,24.42,3.93,0.06,0.41,0.08,No
0.01,2.95,0.02,0.15,0.01,0.09,0.07,0.08,1.41,0.63,0,0.128,9.44,1.94,0.01,0.47,2.77,0.02,0.05,0.06,no
0.1,0.34,0.01,0.97,0.1,0.02,0.04,0.7,0.57,0.3,0.005,0.065,15.53,1.38,0.008,2.28,4.52,0.03,0.07,0.03,No
0.08,22.7,0.05,0.61,0.09,0.03,0.04,0.61,1.46,0.84,0.84,0.136,16.56,1.62,0.007,7.88,0.1,0.06,0.07,0.08,No
0.07,14.21,0.07,1.66,0.07,0.07,0.04,0.16,1.01,0.76,0.76,0.168,17.85,1.01,0.009,0.45,1.44,0.07,0,0,No
0.1,6.17,0,0.34,0.06,0.14,0.08,1.09,1.35,0.16,0.002,0.031,16.99,1.7,0.007,0.82,0.1,0.08,0.04,0.08,No
0.04,0.16,0.05,3,0.03,0.19,0.04,0.84,0.04,0,0,0.123,2.99,2.03,0.003,1.31,0.21,0.07,0.02,0.06,No
0.06,24.16,0.23,2.6,0.04,2.92,0.31,0.07,0.28,0.46,0.006,0.113,12.43,2.72,0.005,18.68,1.64,0.1,0.3,0.07,No
0.07,6.94,0.01,0.97,0.05,0.01,0.08,1.07,1.44,0.07,0.005,0.06,10.53,1.97,0.006,2.49,0.24,0.1,0.04,0.08,no
2.603439,3.259035,0.773271,1.658591,0.12151,5.49824,0.880109,0.960939,0.142141,0.879178,0.150912,?,6.426777,0.774511,0.002045,41.881725,1.915583,0.016457,0.469286,0.011187,No
3.72,20.11,0.03,1.28,0.004,6.82,0.54,1.26,1.27,0,0,0.176,14.58,1.1,0,34.55,6,0.07,0.31,0.04,no
2.91,7.46,0.02,0.93,0.009,0.48,0.77,1.03,0.57,0.71,0.71,0.005,0.92,1.56,0.006,22.24,7.23,0.09,0.2,0,Yes
2.92,12.49,0.02,2.73,0.004,2.17,0.21,1.97,1.36,0.37,0.001,0.06,14.49,1.27,0.004,56.76,0.87,0.03,0.27,0.05,No
0.23,22.25,0.01,3.52,0.007,6.37,0.54,0.81,1.25,0.15,0.002,0.156,7.85,1.41,0.007,45.65,2.19,0.09,0.37,0.04,No
4.49,3.08,0.01,3.28,0.002,7.43,0.29,1.67,0.47,0.54,0.54,0.141,4.94,1.64,0.006,45.28,0.8,0.04,0.4,0.03,yes
0.09,12.35,0.04,0.64,0.07,0.58,0.01,1.8,1.46,0,0.004,0.113,10.48,0.53,0.006,1.24,0.18,0.09,0.09,0.07,no
0.02,25.72,0.06,0.73,0.1,0.24,0.04,0.76,1.05,0.4,0.007,0.185,14.71,0.41,0.003,0.78,0.41,0.05,0.1,0.07,No
0.44,1.24,0.92,2.86,0.02,4.14,0.15,1.43,0.68,0,0.005,0.108,16.87,1.69,0.001,13.27,2.6,0.04,0.2,0.01,No
3.67,17.94,0.57,1.09,0.08,1.59,0.86,1.44,1.42,0,0,0.177,0.49,1.41,0.002,36.22,4.95,0.06,0.07,0.06,No
0.77,24.26,0.01,2.1,0.002,2.7,0.31,0.2,0.28,0,0,0.113,11.76,1.87,0.005,36.42,1.64,0.1,0.3,0.07,No
0.17,10.56,0.18,4.73,0.12,3.7,0.66,0.06,0.57,0.82,0.82,0.023,3.22,1.76,0.007,5.82,3.29,0.03,0.13,0.06,No
0.03,28.71,0.01,0.45,0.07,0.05,0.09,1.12,0.53,0,0.008,0.159,14.47,0.58,0.006,3.7,0.94,0.02,0.08,0.03,No
2.27,10.27,0.35,2.86,0.02,7.04,0.8,1.07,1.35,0,0.003,0.113,14.84,1.3,0.003,13.62,5.82,0.06,0.36,0.04,No
0.01,16.46,0.02,0.6,0.07,0.19,0.1,0.88,0.12,0.87,0.87,0.143,13.87,1.13,0.009,0.18,0.4,0.07,0.06,0.02,No
2.52,7.2,0.001,2.04,0.005,0.8,0.15,1.65,0.8,0.54,0.54,0.163,10.42,1.76,0.008,55.9,5.88,0.01,0.18,0,No
0.18,1.26,0.33,4.15,0.07,3.56,0.03,1.39,1.12,0.1,0.001,0.108,9.43,1.63,0.009,50.01,4.39,0.02,0.11,0.07,No
0.05,22.64,0.08,1.93,0.03,0.04,0.05,1.4,0.54,0.01,0,0.041,12.19,1.12,0.008,1.48,0.92,0.03,0.09,0.06,No
0.01,6.15,0.09,0.45,0.06,0.12,0.01,1.81,0.38,0.09,0.006,0.083,7.82,1.57,0.007,2.95,3.09,0.05,0.08,0,No
0.08,12.37,0.08,0.32,0.06,0.06,0.04,1.41,0.51,0.02,0.008,0.187,1.07,1.2,0.01,3.44,5.9,0.08,0.1,0,No
0.06,19.02,0.07,0.28,0.09,0.05,0.08,0.68,1.36,0,0.74,0.126,2.48,0.16,0.007,2.73,0.31,0.01,0.04,0.08,No
3.67,9.92,0.02,2.78,0.002,5.4,0.1,1.09,0.37,0.53,0.53,0.075,15.62,1.01,0.009,12.9,5.69,0.05,0.38,0.09,Yes
0.04,17.78,0.8,2.51,0.03,3.04,0.82,0.03,0.05,0.45,0.009,0.111,15.77,1.64,0.006,56.2,4.35,0.05,0.38,0.03,No
0.14,14.04,0.07,3.05,0.07,5.28,0.01,0.71,0.52,0.39,0.007,0.146,8.39,1.6,0.003,15.32,2.92,0.07,0.41,0.01,No
0.04,13.43,0.07,0.96,0.03,0.17,0.03,0.05,0.1,0.42,0,0.165,10.82,1.59,0.006,2.28,1.44,0.07,0.02,0.09,No
0.07,0.07,0.03,3.02,0.008,6.16,0.37,1.11,0.61,0.73,0.73,0.178,12.09,1.86,0.008,36.11,3.83,0.06,0.33,0.07,No
0.18,6.31,0.05,2.91,0.006,5.66,0.01,0.98,0.33,0.49,0.007,0.062,4.91,1.18,0.004,43.27,0.06,0.03,0.36,0.03,no
0.03,27.79,0.09,0,0.08,0.07,0.04,0.06,1.03,0,0.007,0.142,1.79,0.04,0.002,2.97,0.72,0.09,0.04,0.02,Yes
0.03,13.48,0.09,2.55,0.03,0.03,0.08,0.03,1.4,0,0,0.115,14.33,1.39,0.005,3.1,5.95,0.07,0.04,0.07,No
0.06,18.32,0.06,0.08,0.01,0.3,0.02,1.09,1.35,0.38,0.006,0.13,18.06,1.29,0.01,0.44,4.45,0.05,0.07,0.07,no
0.07,27.08,0.86,3.33,0.1,5.49,0.42,0.05,1.44,0.13,0.002,0.154,3.1,1.93,0.007,28.39,6.71,0.01,0.46,0.05,no
0.09,2.12,0.01,4.13,0.09,8.05,0.06,0.03,1.37,0.93,0.93,0.161,3.23,2.25,0.009,12.54,1.8,0.04,0.09,0.01,Yes
0,14.45,0.07,0.93,0.1,0.32,0.06,0.02,1.4,0,0.94,0.166,0.45,0.34,0.005,4.89,3.58,0.09,0.02,0.07,No
0.08,3.17,0.08,0.28,0.06,0.08,0.02,1.6,0.83,0.68,0.68,0.153,4.98,1.73,0.009,0.38,6.49,0.05,0.02,0.05,No
0.01,9.87,0.09,0.32,0.06,0.23,0.01,0.05,0.21,0,0.003,0.016,4.94,0.45,0.001,3.62,2.48,0.04,0.08,0.01,No
0.07,9.92,0.05,1.65,0.001,1.19,0.47,1.76,0.65,0.92,0.92,0.105,2.84,1.11,0.008,43.04,5.7,0.09,0.06,0.07,No
0.03,10.65,0.02,0.85,0.06,0.64,0.04,1.13,0.24,0,0.59,0.051,5.65,0.68,0.004,0.46,4.83,0,0,0.08,No
0.65,24.48,0.66,1.31,0.01,3.54,0.77,1.45,0.98,0,0,0.167,14.84,1.89,0.004,30.43,4.99,0.08,0.25,0.08,no
0.553821,13.053832,0.770179,0.742079,?,1.280946,0.720481,0.485173,0.933212,0.89972,0.611011,0.0693,13.5378,2.400965,0.005155,40.644696,1.967939,0.048858,0.17678,0.015766,No
0.05,5.33,0.95,3.77,0.03,0.96,0.52,1.84,1.48,0.13,0.005,0.135,19.4,1.88,0.002,5.5,6.88,0,0.47,0.08,No
0.09,0.99,0.01,0.2,0.01,0.44,0.04,0.98,0.77,0,0,0.185,18.28,1.85,0.009,4.65,0.51,0.1,0.06,0.06,No
0.03,24.41,0.01,0.44,0.09,0.02,0.02,1.92,1.42,0.67,0.67,0.194,0.62,1.34,0.004,1.08,0.21,0.01,0.05,0.09,No
0.1,15.34,0.01,2.39,0.008,1.65,0.25,1.12,1.15,0.69,0.69,0.121,2.47,1.38,0.003,15.13,7.55,0.1,0.01,0.03,No
0.04,27.56,0.06,0.51,0.03,0.13,0.01,0.04,1.13,0.05,0.004,0.053,12.29,0.84,0.006,0.62,0.42,0.08,0.09,0.04,No
0.59,0.18,0.3,2.53,0.05,5.3,0.86,1.96,0.84,0,0,0.007,4.28,1.36,0.01,26.28,5.48,0.1,0.15,0.01,no
0.03,25.75,0.01,0.17,0.02,0.02,0.05,1.62,0.96,0.45,0,0.138,5.88,0.83,0,0.59,0.8,0.01,0.05,0.06,No
0.09,17.84,0.01,0.04,0.1,0.04,0.04,1.58,0.96,0.31,0.009,0.057,7.61,1.59,0.006,1.82,0.38,0.07,0.1,0.07,No
0.39,20.53,0.64,1.13,0.07,5.41,0.42,0.61,1.26,0.42,0.005,0.162,1.32,1.52,0.008,8.1,3.04,0.05,0.37,0.05,No
0.02,26.9,0.07,2.49,0.04,0.09,0.02,1.23,1.48,0.57,0.57,0.106,7.4,1.13,0.005,3.9,6.52,0.09,0.02,0.04,No
0.01,0.13,0.02,1.92,0.007,3.21,0.02,0.33,0.74,0.32,0.005,0.008,1.59,1.98,0.001,22.42,4.13,0,0.06,0.04,No
0.04,19.6,0.001,3.09,0.003,7,0.57,1.38,0.13,0.36,0.002,0.117,18.84,1.2,0.001,44.79,1.11,0.08,0.37,0.01,no
4.96,5.38,0.02,3.7,0.002,6.39,0.01,0.29,1.14,0,0,0.174,9.12,1.1,0.006,21.71,0.22,0.04,0.06,0.09,Yes
0,2.15,0.03,1.99,0.001,6.2,0.03,1.33,1,0.18,0.005,0.152,16.52,1.48,0.006,43.4,3.36,0.07,0.27,0.06,No
0.09,0.83,0.04,0.08,0.03,0.06,0.07,0.04,1.35,0.05,0.008,0.059,6.74,0.91,0.003,8.68,0.25,0.03,0.01,0.03,No
0.05,23.94,0.08,1.76,0.09,0.09,0.07,1.63,1.35,0.69,0.69,0.02,0.71,1.62,0.009,10.91,1.61,0.06,0.01,0.05,No
3.574079,8.196222,0.537005,4.06102,0.06905,2.239058,0.046314,1.766062,1.019521,0.487024,0.903481,114.681334,7.957412,2.508677,0.002474,23.48973,3.667875,0.00988,0.484376,0.084824,No
2.77,26.57,0.53,0.83,0.07,2.62,0.18,1.76,1.44,0.95,0.95,0.162,5.38,2.14,0.009,42.68,3.61,0.05,0.02,0.05,No
1.69,22.8,0.001,2.01,0.002,5.87,0.78,1.53,0.87,0.13,0.008,0.079,8.64,1.19,0.007,24.61,7.77,0.06,0.11,0.05,Yes
0.01,25.95,0.1,0.07,0.08,0.61,0.07,1.4,0.07,0.74,0.74,0.145,15.12,1.17,0.003,0.07,0.26,0.08,0.01,0.06,No
0.05,3.41,0.02,0.84,0.06,0.29,0.04,0.07,0.45,0,0.002,0.149,18.77,0.76,0.004,3.72,2.72,0.1,0.02,0.03,No
2.08,23.05,0.01,2.61,0.009,4.03,0.59,1.34,0.5,0.86,0.86,0.087,13.34,1.37,0.007,53.34,5.65,0.01,0.37,0.05,No
0.04,5.04,0.06,0.3,0.03,0.16,0,0.66,0.59,0.65,0.65,0.194,14.03,1.53,0.008,2,5.25,0.09,0.03,0.04,No
0.46,22.49,0.04,0.04,0.001,3.04,0.68,0.42,0.71,0.85,0.85,0.079,0.21,1.57,0.005,42.98,1.02,0.05,0.27,0.01,Yes
0.02,7.29,0.02,0.39,0.01,0.08,0.02,0.36,0.45,0.79,0.79,0.198,7.1,1.36,0.008,1.67,0.31,0,0.1,0.06,No
0.08,24.32,0.01,1.91,0.001,0.8,0.06,0.68,0.01,0.95,0.95,0.006,0.67,1.25,0.01,51.8,6.59,0.04,0.46,0.08,No
4.409295,20.340231,0.856486,0.789757,0.04132,2.822875,0.321205,1.423491,0.316851,0.671953,0.939027,0.036536,17.933031,1.412624,0.008609,0.87296,4.308877,0.087958,140.612031,0.016196,Yes
0.06,0.53,0.06,0.81,0.07,0.1,0.04,1.8,1.46,0,0,0.088,17.29,1.31,0.006,0.56,0.1,0.04,0.04,0.05,No
0.08,15.87,0.03,0.11,0.1,0.03,0.01,1.69,0.98,0.28,0.004,0.181,6.07,1.86,0.008,9.23,1.57,0.07,0.05,0.01,no
0.07,19.73,0.02,0.4,0.06,0.22,0.06,0.95,1.46,0.08,0.008,0.181,10.16,0.57,0.006,0.15,6.34,0.06,0.02,0.02,No
0.08,25.51,0.02,0.65,0.08,0.27,0.02,1.34,1.43,0.37,0.007,0.152,13.18,1.66,0.005,0.47,0.69,0.05,0.07,0.03,No
0.03,7.48,0.03,0.83,0.004,3.03,0.36,0.55,1.14,0.26,0.006,0.18,15.86,1.83,0.01,48.83,7.79,0.08,0.13,0.01,No
0.06,14.46,0.09,0.44,0.07,0.06,0.06,0.04,0.33,0,0.83,0.079,15.17,0.44,0.004,0.65,1.67,0.08,0.01,0.08,No
0.08,9.62,0.04,3.52,0.004,4.7,0.62,1.03,0.27,0.19,0.003,0.163,6,1.62,0.003,24.82,5.24,0.02,0.25,0.01,No
0.07,21.97,0.08,0.93,0.02,0.44,0.07,1.05,1,0.25,0.007,0.109,1.92,1.07,0.001,0.4,0.56,0.04,0.03,0.05,No
1.97,23.76,0.38,0.88,0.07,1.96,0.42,1.56,1.07,0,0,0.001,2.56,1.78,0.008,45.16,2.88,0.03,0.46,0,no
1.831538,26.596494,0.675569,2.6483,0.057043,1.039398,0.779052,0.886923,0.962545,0.713926,0.399314,50.790823,19.108436,2.913205,0.003704,11.452898,4.961909,0.006101,0.272418,0.009191,Yes
4.455579,24.792244,0.891276,3.845523,?,4.185532,0.47005,1.773582,1.460358,0.775539,0.10222,0.112158,6.196657,1.640741,0.00331,31.816499,1.720782,0.055535,0.050621,0.015266,No
0.614073,19.27399,0.032155,0.555792,0.09312,0.101035,0.410217,0.416713,1.311862,0.958901,0.52589,0.052096,8.468797,2.66217,?,54.684129,6.27755,0.02321,0.14308,0.024805,Yes
0.09,23.24,0.001,3.26,0.003,1.13,0.41,1.58,0.57,0.6,0.6,0.146,0.14,1.58,0.01,55.81,5.32,0.07,0.39,0.03,no
4.55,10.69,0.001,3.42,0.007,3.35,0.36,0.88,1.13,0,0,0.03,8.25,1.8,0.006,38.44,2.08,0.09,0.24,0.03,Yes
0.38,28.91,0.47,2.25,0.01,7.69,0.36,1.04,0.51,-0.71,0.71,0.141,12.57,1.61,0.006,9.11,7.64,0.05,0.31,0.03,no
2.71,0.91,0.46,2.68,0.01,2.32,0.7,1.95,0.48,0.29,0.002,0.174,16.03,1.54,0.01,2.93,0.53,0.05,0.21,0.07,No
2.56,12.98,0.71,1.94,0.12,2.93,0.87,1.88,0.4,0,0,0.085,12.42,1.62,0.008,52.24,4.7,0.1,0.04,0.05,No
0.08,25.1,0.03,1.94,0.09,0.09,0.06,1.17,1.31,0,0.57,0.109,6.46,1,0.007,1.36,1.41,0.05,0.04,0.02,No
3.08,27.3,0.04,0.71,0.001,1.62,0.88,0.76,1.33,0,0,0.077,17.5,1.99,0.007,46.12,5.13,0.05,0.2,0.06,no
0.01,7.32,0.09,0.78,0.09,0.22,0.02,1.18,0.03,0.28,0,0.069,0.91,0.09,0.004,4.09,0.88,0.05,0.09,0.04,No
0.05,8.2,0.08,0.57,0.01,0.54,0.1,0.17,0.95,0.62,0.62,0.021,10.39,1.17,0.005,3.89,2.54,0.08,0.06,0.07,No
0.36,20.28,0.05,3.52,0.002,5.34,0.88,1.89,1.05,0.83,0.83,0.184,1.25,1.52,0.001,28.71,0.9,0.07,0.04,0.07,No
0.04,2.33,0.07,1.64,0,0.24,0.05,0.88,1.45,0.58,0.58,0.067,12.79,1.17,0.007,4.52,0.27,0.04,0.04,0.01,No
0.06,13.12,0.06,0.47,0.02,0.03,0.07,0.04,0.69,0,0.82,0.053,1.08,0.49,0.005,0.03,4.26,0.05,0.08,0.07,No
0.02,20.09,0.09,0.93,0.03,0.16,0.02,1.98,0.51,0.93,0.93,0.152,12.67,0.78,0.008,0.42,0.45,0.04,0.02,0.03,No
3.67,21.82,0.11,0.96,0.02,2.12,0,1.47,1.24,0.83,0.83,0.026,1.12,2.41,0.009,44.46,6.65,0.1,0.18,0.09,No
0.06,12.05,0.03,0.63,0.06,0.09,0.07,1.76,0.63,0.91,0.91,0.139,6.89,1.87,0.007,3.21,1.03,0.05,0.04,0.06,No
0.09,0.06,0.1,0.37,0.04,0.03,0.07,1.59,0.13,0.17,0,0.076,10.39,1.27,0.01,4.64,0.54,0.05,0.02,0.02,no
0.01,25.22,0.07,0.7,0.09,0.04,0.04,0.08,1.03,0.01,0.008,0.014,10.99,0.89,0.006,1.33,0.04,0.06,0.06,0.06,No
0.07,18.19,0.06,1.15,0.04,0.09,0.07,0.67,1.08,0.41,0.004,0.008,10.56,1.84,0.008,2.59,0.63,0.08,0.06,0.02,No
0.06,24.12,0.01,1.1,0.002,2.77,0.09,1.16,1.32,0.1,0.005,0.188,11.23,1.08,0.006,42.47,5.58,0,0.33,0.07,No
3.57,23.09,0.65,3.37,0.04,4.95,0.76,1.85,1.24,0,0,0.124,2.87,1.14,0.008,0.76,3.19,0.08,0.37,0.06,No
1.49,20.33,0.04,0.72,0.001,7.21,0.55,0.4,1.09,0.65,0.65,0.14,2.98,1.06,0.005,15.26,6.08,0.08,0.48,0.04,Yes
0.02,4.26,0.48,0.69,0.07,7.98,0.61,1.95,1.29,0.05,0.002,0.088,17.18,1.83,0.004,44.29,6.74,0.09,0.06,0.05,No
0.06,3.08,0.05,0.43,0.05,0.36,0.06,0.6,1.29,0.04,0.008,0.145,9.16,1.42,0.006,1.5,4.76,0.05,0.05,0.06,No
0.06,24.1,0.04,3.47,0.004,6.44,0.88,1.81,0,0,0.003,0.12,1.8,1.34,0.008,58.15,0.27,0.03,0.46,0.01,No
2.76,9.25,0.02,0.2,0.009,1.9,0.7,1.33,0.71,0,0,0.014,7.64,1.55,0.006,34.35,6.67,0.01,0.16,0.02,Yes
0.1,25.48,0.04,3.67,0.11,1.02,0.3,1.39,1.3,0.49,0.008,0.08,9.8,1.74,0.009,29.08,7.21,0.09,0.22,0.08,No
0.08,4.11,0.04,0.02,0.01,0.03,0.06,1.32,0.83,0.6,0.6,0.072,7.51,1.12,0,7.82,2.43,0.06,0.04,0,No
0.02,22.8,0.04,0.61,0.02,0.4,0.09,1.34,0.36,0.84,0.84,0.07,8.5,1.13,0.007,3.01,3.97,0.09,0.01,0.05,No
0,9.82,0.68,0.87,0.08,4.11,0.51,0.08,0.31,0.84,0.84,0.1,14.96,1.26,0.004,58.27,1.82,0.03,0.5,0.06,no
